prd_name,prd_path,requirement_id,requirement_description,status,user_doc_required,user_doc_present,user_doc_filename,dev_doc_required,dev_doc_present,dev_doc_filename,comments
PRD-005: Infrastructure Operations,docs/prds/PRD-005-infrastructure-operations.md,BAK-01,Daily backup to local drive,done,no,-,yes,yes,scripts/backup.ps1,Backup script exists
PRD-005: Infrastructure Operations,docs/prds/PRD-005-infrastructure-operations.md,BAK-02,Weekly backup to Google Drive,done,no,-,yes,yes,scripts/backup.ps1,rclone integration
PRD-005: Infrastructure Operations,docs/prds/PRD-005-infrastructure-operations.md,BAK-03,Retain 30 daily local backups,done,no,-,yes,yes,scripts/backup.ps1,Retention policy in backup script
PRD-005: Infrastructure Operations,docs/prds/PRD-005-infrastructure-operations.md,BAK-04,Retain 26 weekly remote backups,done,no,-,yes,yes,scripts/backup.ps1,Remote retention policy
PRD-005: Infrastructure Operations,docs/prds/PRD-005-infrastructure-operations.md,BAK-05,Backup includes full database dump,done,no,-,yes,yes,scripts/backup.ps1,pg_dump implementation
PRD-005: Infrastructure Operations,docs/prds/PRD-005-infrastructure-operations.md,BAK-06,Backup includes Docker volume data,done,no,-,yes,yes,scripts/backup.ps1,P1 - volume backup
PRD-005: Infrastructure Operations,docs/prds/PRD-005-infrastructure-operations.md,BAK-07,Verify backup integrity after creation,done,no,-,yes,yes,scripts/backup.ps1,Integrity verification
PRD-005: Infrastructure Operations,docs/prds/PRD-005-infrastructure-operations.md,BAK-08,Log all backup operations,done,no,-,yes,yes,scripts/backup.ps1,Logging in backup script
PRD-005: Infrastructure Operations,docs/prds/PRD-005-infrastructure-operations.md,BAK-09,Alert on backup failure,done,no,-,yes,yes,scripts/backup.ps1,Email alert on failure
PRD-005: Infrastructure Operations,docs/prds/PRD-005-infrastructure-operations.md,DR-01,Document full recovery procedure,done,yes,yes,docs/DR-RUNBOOK.md,yes,yes,docs/DR-RUNBOOK.md,DR runbook exists
PRD-005: Infrastructure Operations,docs/prds/PRD-005-infrastructure-operations.md,DR-02,Recovery Time Objective: 1 hour,done,no,-,yes,yes,docs/DR-RUNBOOK.md,Documented in runbook
PRD-005: Infrastructure Operations,docs/prds/PRD-005-infrastructure-operations.md,DR-03,Recovery Point Objective: 24 hours,done,no,-,yes,yes,docs/DR-RUNBOOK.md,Daily backups meet RPO
PRD-005: Infrastructure Operations,docs/prds/PRD-005-infrastructure-operations.md,DR-04,Manual runbook for DR testing,done,yes,yes,docs/DR-RUNBOOK.md,yes,yes,docs/DR-RUNBOOK.md,DR runbook exists
PRD-005: Infrastructure Operations,docs/prds/PRD-005-infrastructure-operations.md,DR-05,Test procedure quarterly,not_done,no,-,yes,no,-,P1 - no evidence of quarterly DR testing schedule
PRD-006: Database Availability Testing,docs/prds/PRD-006-database-availability-testing.md,FR-001,inv db health command with exit codes,done,no,-,yes,yes,cli/src/inventory/commands/db.py,health() function exists in db.py
PRD-006: Database Availability Testing,docs/prds/PRD-006-database-availability-testing.md,FR-002,inv db stop command,done,no,-,yes,yes,cli/src/inventory/commands/db.py,stop() function exists
PRD-006: Database Availability Testing,docs/prds/PRD-006-database-availability-testing.md,FR-003,inv db start command,done,no,-,yes,yes,cli/src/inventory/commands/db.py,start() function exists
PRD-006: Database Availability Testing,docs/prds/PRD-006-database-availability-testing.md,FR-004,inv db restart command,done,no,-,yes,yes,cli/src/inventory/commands/db.py,restart() function exists
PRD-006: Database Availability Testing,docs/prds/PRD-006-database-availability-testing.md,FR-005,inv db status command (enhanced),done,no,-,yes,yes,cli/src/inventory/commands/db.py,status() function exists
PRD-006: Database Availability Testing,docs/prds/PRD-006-database-availability-testing.md,FR-006,inv db watch command (continuous monitoring),done,no,-,yes,yes,cli/src/inventory/commands/db.py,watch() function exists
PRD-007: Cloudflare Access Security,docs/prds/PRD-007-cloudflare-access-security.md,FR-01,Enable Cloudflare Zero Trust for selfwize.com,done,no,-,yes,yes,docs/guides/CLOUDFLARE-ACCESS-IMPLEMENTATION.md,Complete per PRD
PRD-007: Cloudflare Access Security,docs/prds/PRD-007-cloudflare-access-security.md,FR-02,Create Access application for wellness.selfwize.com,done,yes,yes,docs/guides/CLOUDFLARE-ACCESS-IMPLEMENTATION.md,yes,yes,docs/guides/CLOUDFLARE-ACCESS-IMPLEMENTATION.md,Complete per PRD
PRD-007: Cloudflare Access Security,docs/prds/PRD-007-cloudflare-access-security.md,FR-03,Create Access application for stuff.selfwize.com,done,yes,yes,docs/guides/CLOUDFLARE-ACCESS-IMPLEMENTATION.md,yes,yes,docs/guides/CLOUDFLARE-ACCESS-IMPLEMENTATION.md,Complete per PRD
PRD-007: Cloudflare Access Security,docs/prds/PRD-007-cloudflare-access-security.md,FR-04,Configure email allowlist policy with authorized emails,done,no,-,yes,yes,docs/guides/CLOUDFLARE-ACCESS-IMPLEMENTATION.md,Complete per PRD
PRD-007: Cloudflare Access Security,docs/prds/PRD-007-cloudflare-access-security.md,FR-05,Set session duration to 24 hours,done,no,-,yes,yes,docs/guides/CLOUDFLARE-ACCESS-IMPLEMENTATION.md,Complete per PRD
PRD-007: Cloudflare Access Security,docs/prds/PRD-007-cloudflare-access-security.md,FR-06,Test authentication flow in incognito mode,done,no,-,no,-,-,Testing complete per PRD
PRD-007: Cloudflare Access Security,docs/prds/PRD-007-cloudflare-access-security.md,FR-07,Verify unauthorized emails are blocked,done,no,-,no,-,-,Testing complete per PRD
PRD-007: Cloudflare Access Security,docs/prds/PRD-007-cloudflare-access-security.md,NFR-01,Authentication adds <500ms latency,done,no,-,no,-,-,Complete per PRD
PRD-007: Cloudflare Access Security,docs/prds/PRD-007-cloudflare-access-security.md,NFR-02,Access logs retained for 30 days,done,no,-,no,-,-,Cloudflare default retention
PRD-007: Cloudflare Access Security,docs/prds/PRD-007-cloudflare-access-security.md,NFR-03,Documentation includes screenshots for manual setup,done,yes,yes,docs/guides/CLOUDFLARE-ACCESS-IMPLEMENTATION.md,yes,yes,docs/guides/CLOUDFLARE-ACCESS-IMPLEMENTATION.md,Complete per PRD
PRD-007: Cloudflare Access Security,docs/prds/PRD-007-cloudflare-access-security.md,NFR-04,Verification script can check Access status,done,no,-,yes,yes,scripts/verify-cloudflare-access.ps1,Script exists
PRD-007: Service Monitoring Dashboard,docs/prds/PRD-007-service-monitoring-dashboard.md,MON-01,PostgreSQL TCP connectivity check (port 5432),done,no,-,yes,yes,gatus/config/config.yaml,Gatus config exists
PRD-007: Service Monitoring Dashboard,docs/prds/PRD-007-service-monitoring-dashboard.md,MON-02,MySQL TCP connectivity check (port 3306),done,no,-,yes,yes,gatus/config/config.yaml,Gatus config exists
PRD-007: Service Monitoring Dashboard,docs/prds/PRD-007-service-monitoring-dashboard.md,MON-03,pgAdmin HTTP health check (port 80),done,no,-,yes,yes,gatus/config/config.yaml,Gatus config exists
PRD-007: Service Monitoring Dashboard,docs/prds/PRD-007-service-monitoring-dashboard.md,MON-04,Snipe-IT external endpoint monitoring,done,no,-,yes,yes,gatus/config/config.yaml,Gatus config exists
PRD-007: Service Monitoring Dashboard,docs/prds/PRD-007-service-monitoring-dashboard.md,MON-05,Fasten Health external endpoint monitoring,done,no,-,yes,yes,gatus/config/config.yaml,Gatus config exists
PRD-007: Service Monitoring Dashboard,docs/prds/PRD-007-service-monitoring-dashboard.md,MON-06,Email alerting on service failures,done,no,-,yes,yes,gatus/config/config.yaml,Email alerting configured
PRD-007: Service Monitoring Dashboard,docs/prds/PRD-007-service-monitoring-dashboard.md,MON-07,Email notification on service recovery,done,no,-,yes,yes,gatus/config/config.yaml,Recovery alerts configured
PRD-007: Service Monitoring Dashboard,docs/prds/PRD-007-service-monitoring-dashboard.md,MON-08,Web dashboard on port 8081,done,yes,yes,gatus/README.md,yes,yes,gatus/README.md,Dashboard accessible
PRD-007: Service Monitoring Dashboard,docs/prds/PRD-007-service-monitoring-dashboard.md,MON-09,SSL certificate expiration warnings,done,no,-,yes,yes,gatus/config/config.yaml,Certificate monitoring in config
PRD-007: Service Monitoring Dashboard,docs/prds/PRD-007-service-monitoring-dashboard.md,MON-10,Status history persistence across restarts,done,no,-,yes,yes,gatus/docker-compose.gatus.yml,SQLite volume mount
PRD-008: Reverse Proxy Infrastructure,docs/prds/PRD-008-reverse-proxy-infrastructure.md,RP-01,Wildcard DNS *.selfwize.com routes to tunnel,not_done,no,-,yes,yes,docs/guides/TRAEFIK-SETUP.md,Pending per PRD - requires Cloudflare DNS change
PRD-008: Reverse Proxy Infrastructure,docs/prds/PRD-008-reverse-proxy-infrastructure.md,RP-02,Traefik receives all tunnel traffic on port 80,partial,no,-,yes,yes,traefik/traefik.yml,Traefik config exists but tunnel not pointed to it
PRD-008: Reverse Proxy Infrastructure,docs/prds/PRD-008-reverse-proxy-infrastructure.md,RP-03,Traefik auto-discovers Docker containers with labels,partial,no,-,yes,yes,traefik/traefik.yml,Docker provider configured but not fully tested
PRD-008: Reverse Proxy Infrastructure,docs/prds/PRD-008-reverse-proxy-infrastructure.md,RP-04,External services routed via file config,partial,no,-,yes,yes,traefik/dynamic/services.yml,Dynamic config exists
PRD-008: Reverse Proxy Infrastructure,docs/prds/PRD-008-reverse-proxy-infrastructure.md,RP-05,Homarr dashboard at dash.selfwize.com,not_done,yes,-,yes,no,-,No homarr/ directory found
PRD-008: Reverse Proxy Infrastructure,docs/prds/PRD-008-reverse-proxy-infrastructure.md,RP-06,Gatus monitoring at status.selfwize.com,not_done,no,-,yes,no,-,Gatus not yet migrated to Traefik routing
PRD-008: Reverse Proxy Infrastructure,docs/prds/PRD-008-reverse-proxy-infrastructure.md,RP-07,Cloudflare Access protection preserved,not_done,no,-,yes,no,-,Depends on wildcard DNS migration
PRD-008: Reverse Proxy Infrastructure,docs/prds/PRD-008-reverse-proxy-infrastructure.md,RP-08,Traefik dashboard accessible locally at :8080,partial,no,-,yes,yes,traefik/traefik.yml,Config exists but not verified running
